ID,name,address,category,location,Lat,Lng
221,LATINO LIQUOR,3331 E BUTLER AVE,Liquor Store,"3331 E BUTLER AVE, Fresno, CA",36.7288864,-119.7687179
222,LIQUOR BANK,4008 W MCKINLEY AVE,Liquor Store,"4008 W MCKINLEY AVE, Fresno, CA",36.7649322,-119.8626651
223,LIQUOR JUNCTION,5092 W SHAW AVE,Liquor Store,"5092 W SHAW AVE, Fresno, CA",36.8086175,-119.8827406
224,LIQUOR KING,6751 N BLACKSTONE AVE,Liquor Store,"6751 N BLACKSTONE AVE, Fresno, CA",36.8362539,-119.7912314
225,LIQUOR KING 2,2450 N BRAWLEY AVE STE 107,Liquor Store,"2450 N BRAWLEY AVE STE 107, Fresno, CA",36.7731668,-119.8616944
226,LIQUOR ZONE,1452 W ASHLAN AVE,Liquor Store,"1452 W ASHLAN AVE, Fresno, CA",36.7943435,-119.8276337
227,MANN'S LIQUOR #3,6023 N FIGARDEN DR,Liquor Store,"6023 N FIGARDEN DR, Fresno, CA",36.8229145,-119.870551
228,MGA LIGUOR & DELI/SRAI ENTERPRISES,6026 N FIGARDEN DR,Liquor Store,"6026 N FIGARDEN DR, Fresno, CA",36.8232684,-119.8704021
229,MGA LIQUOR #4,6127 E KINGS CANYON RD,Liquor Store,"6127 E KINGS CANYON RD, Fresno, CA",36.7366652,-119.680026
230,MGA LIQUOR #9,2707 N BLACKSTONE AVE,Liquor Store,"2707 N BLACKSTONE AVE, Fresno, CA",36.7752153,-119.7910377
231,MGA LIQUOR 2,468 E BULLARD AVE STE 105,Liquor Store,"468 E BULLARD AVE STE 105, Fresno, CA",36.8233946,-119.7796529
232,MGA LIQUOR 3,471 N EFFIE ST,Liquor Store,"471 N EFFIE ST, Fresno, CA",36.7501155,-119.7886987
233,MIKE'S LIQUOR,1544 N PALM AVE,Liquor Store,"1544 N PALM AVE, Fresno, CA",36.7640059,-119.808394
234,MR T'S LIQUOR,322 E BULLARD AVE,Liquor Store,"322 E BULLARD AVE, Fresno, CA",36.8232205,-119.7833617
235,OLD DOCS FOOD & LIQUOR,3021 W BULLARD AVE,Liquor Store,"3021 W BULLARD AVE, Fresno, CA",36.8222598,-119.8452681
236,OTT & POT'S LIQUOR,435 S CLOVIS AVE # 101,Liquor Store,"435 S CLOVIS AVE # 101, Fresno, CA",36.7392594,-119.6995564
237,P B LIQUOR STORE & FOOD,1805 W OLIVE AVE,Liquor Store,"1805 W OLIVE AVE, Fresno, CA",36.7571505,-119.8323788
238,PALM AND SHIELDS LIQUOR,3215 N PALM AVE,Liquor Store,"3215 N PALM AVE, Fresno, CA",36.7797528,-119.8091273
239,PALM BLUFF LIQUOR,585 W NEES AVE,Liquor Store,"585 W NEES AVE, Fresno, CA",36.85149,-119.8033517
240,PARADISE LIQUOR,4674 N BLACKSTONE AVE,Liquor Store,"4674 N BLACKSTONE AVE, Fresno, CA",36.8025662,-119.7901435
241,PARKWAY LIQUOR,545 N PARKWAY DR,Liquor Store,"545 N PARKWAY DR, Fresno, CA",36.751123,-119.826955
242,PINEDALE LIQUOR,7339 N BLACKSTONE AVE,Liquor Store,"7339 N BLACKSTONE AVE, Fresno, CA",36.8434008,-119.7910213
243,QUICK STOP LIQUOR,4595 E KINGS CANYON RD # 102,Liquor Store,"4595 E KINGS CANYON RD # 102, Fresno, CA",36.7362293,-119.74598
244,REDWAVE LIQUOR,2633 E SHAW AVE STE 105,Liquor Store,"2633 E SHAW AVE STE 105, Fresno, CA",36.8079078,-119.7402333
245,RIVERPARK FOOD & LIQUOR,132 W NEES AVE STE 118,Liquor Store,"132 W NEES AVE STE 118, Fresno, CA",36.8525788,-119.7922717
246,ROYAL MOUNTAIN INC,4190 E BELMONT AVE,Liquor Store,"4190 E BELMONT AVE, Fresno, CA",36.7501105,-119.754726
247,SABER LIQUOR MARKET,4807 E MCKINLEY AVE,Liquor Store,"4807 E MCKINLEY AVE, Fresno, CA",36.7657315,-119.7357808
248,SAVE ON LIQUOR,4988 N FRESNO ST,Liquor Store,"4988 N FRESNO ST, Fresno, CA",36.8080023,-119.7809193
249,SCOTTYS LIQUOR,2206 N BLACKSTONE AVE,Liquor Store,"2206 N BLACKSTONE AVE, Fresno, CA",36.7706554,-119.790283
250,SHOP N GO,7420 N FRESNO ST,Liquor Store,"7420 N FRESNO ST, Fresno, CA",36.8448507,-119.782859
251,SHOP-N-RITE LIQUOR,4607 E TULARE ST,Liquor Store,"4607 E TULARE ST, Fresno, CA",36.743537,-119.7452266
252,SQUIRE LIQUOR,1568 N WEST AVE,Liquor Store,"1568 N WEST AVE, Fresno, CA",36.7641061,-119.8263438
253,STEP-N-SAVE,7006 N MAPLE AVE,Liquor Store,"7006 N MAPLE AVE, Fresno, CA",36.8378936,-119.744415
254,STOP N GO,2340 N WEST AVE,Liquor Store,"2340 N WEST AVE, Fresno, CA",36.7716529,-119.8263231
255,STOP N SAVE LIQUOR,5787 N 1ST ST,Liquor Store,"5787 N 1ST ST, Fresno, CA",36.8225481,-119.7732299
256,STOP N SHOP LIQUOR,3093 E MCKINLEY AVE,Liquor Store,"3093 E MCKINLEY AVE, Fresno, CA",36.7654125,-119.7727608
257,SUPER LIQUOR # 5,4045 W FIGARDEN DR # 107,Liquor Store,"4045 W FIGARDEN DR # 107, Fresno, CA",36.8293951,-119.8637113
258,SUPER LIQUOR 4,4430 W ASHLAN AVE,Liquor Store,"4430 W ASHLAN AVE, Fresno, CA",36.7943101,-119.8718472
259,TONY'S LIQUOR KING,3846 W SHAW AVE,Liquor Store,"3846 W SHAW AVE, Fresno, CA",36.8099212,-119.8621855
260,TOTAL WINE & MORE,7925 N BLACKSTONE AVE,Liquor Store,"7925 N BLACKSTONE AVE, Fresno, CA",36.8512152,-119.7944425
261,TOWER BEER & WINE,441 W OLIVE AVE STE 105,Liquor Store,"441 W OLIVE AVE STE 105, Fresno, CA",36.7572677,-119.8172032
262,U SAVE LIQUOR,4622 E TULARE ST,Liquor Store,"4622 E TULARE ST, Fresno, CA",36.7430782,-119.7446699
263,U SAVE LIQUOR #2,3209 W SHAW AVE STE 110,Liquor Store,"3209 W SHAW AVE STE 110, Fresno, CA",36.8066889,-119.8503305
264,U SAVE LIQUOR & MARKET,2576 N HUGHES AVE,Liquor Store,"2576 N HUGHES AVE, Fresno, CA",36.7736053,-119.8351372
265,UNCLE TOM LIQUOR,3081 TULARE ST,Liquor Store,"3081 TULARE ST, Fresno, CA",36.7419091,-119.7789242
266,UNIVERSITY DELI / LIQUOR,1752 E BARSTOW AVE,Liquor Store,"1752 E BARSTOW AVE, Fresno, CA",36.8163538,-119.7551466
267,USA LIQUOR,1626 N CEDAR AVE,Liquor Store,"1626 N CEDAR AVE, Fresno, CA",36.7657758,-119.7541886
268,VALLEY GAS LIQUOR & FOODMART,5190 E OLIVE AVE,Liquor Store,"5190 E OLIVE AVE, Fresno, CA",36.757258,-119.7186911
269,VARSITY LIQUOR,3057 E ASHLAN AVE,Liquor Store,"3057 E ASHLAN AVE, Fresno, CA",36.7945379,-119.7737042
270,VILLAGE LIQUOR & DELI,1025 E HERNDON AVE STE 101,Liquor Store,"1025 E HERNDON AVE STE 101, Fresno, CA",36.8364531,-119.7717825
271,VINO GRILLS & SPIRITS,1440 E CHAMPLAIN DR STE 106,Liquor Store,"1440 E CHAMPLAIN DR STE 106, Fresno, CA",36.869475,-119.757479
272,WAYNES LIQUOR,54 E CALIFORNIA AVE,Liquor Store,"54 E CALIFORNIA AVE, Fresno, CA",36.7210722,-119.8122152
273,WINE BARREL,1105 E CHAMPLAIN DR,Liquor Store,"1105 E CHAMPLAIN DR, Fresno, CA",36.870987,-119.764697
274,CARNISERIA Y TAQUERIA LA NUEVA REYNA,1512 TULARE ST,Meat/Fish Market,"1512 TULARE ST, Fresno, CA",36.7305491,-119.7944877
275,FRESNO SEAFOOD CO,2327 N FRESNO ST STE 106,Meat/Fish Market,"2327 N FRESNO ST STE 106, Fresno, CA",36.7718881,-119.7815636
276,HANDI SHOP MARKET,40 E OLIVE AVE,Meat/Fish Market,"40 E OLIVE AVE, Fresno, CA",36.7572451,-119.8122392
277,HARBOR FISH MARKET,1432 N CEDAR AVE APT 104,Meat/Fish Market,"1432 N CEDAR AVE APT 104, Fresno, CA",36.761966,-119.753691
278,KING POULTRY,1521 N MAPLE AVE,Meat/Fish Market,"1521 N MAPLE AVE, Fresno, CA",36.7635654,-119.745884
279,LA VAQUITA MEAT MARKET LLC,4633 E KINGS CANYON RD,Meat/Fish Market,"4633 E KINGS CANYON RD, Fresno, CA",36.736222,-119.7441728
280,LINDA SEAFOOD MARKET,1626 N FRESNO ST,Meat/Fish Market,"1626 N FRESNO ST, Fresno, CA",36.7656064,-119.7813038
281,LOS PRIMOS CARNICERIA,3394 E BUTLER AVE,Meat/Fish Market,"3394 E BUTLER AVE, Fresno, CA",36.7285316,-119.7671051
282,SEAFOOD IN THE SEA,4785 E MCKINLEY AVE STE 103,Meat/Fish Market,"4785 E MCKINLEY AVE STE 103, Fresno, CA",36.7660132,-119.7371052
283,THE MEAT BAZAAR,3628 W SHAW AVE,Meat/Fish Market,"3628 W SHAW AVE, Fresno, CA",36.8098122,-119.8589316
